Customer_ID,Age,Income_INR,Employment_Years,Marital_Status,Education_Level,Credit_History_Length,Outstanding_Loans,Loan_Amount,Loan_Tenure_Months,Savings_Account_Balance,Checking_Account_Balance,No_of_Open_Accounts,No_of_Closed_Accounts,Total_Credit_Limit,Total_Current_Balance,Credit_Utilization_Ratio,No_of_Inquiries_6M,No_of_Inquiries_12M,DPD_30,DPD_60,DPD_90,Worst_Current_Status,Months_Since_Most_Recent_Delinquency,Max_Credit_Exposure,Oldest_Trade_Open_Months,Newest_Trade_Open_Months,Default,Application_Date
1576,62,356268,33,Married,Graduate,30,3,861636,48,419506,13785,6,6,743263,111489,0.15,0,0,0,0,0,Current,,814465,371,327,0,2023-11-09
1577,64,374178,28,Single,Postgraduate,30,1,1869800,84,739640,33645,3,5,1013370,557353,0.55,1,6,0,0,0,Current,,1511384,361,208,0,2025-03-04
1578,22,100000,0,Married,Graduate,3,1,246122,180,139762,17481,4,0,163710,44201,0.27,1,4,0,0,0,Current,,178233,38,17,0,2025-07-17
1579,55,258672,25,Divorced,Graduate,28,4,303217,60,482801,48066,2,4,612189,85706,0.14,1,4,0,0,0,Current,,848402,338,131,0,2025-08-30
1580,62,282670,23,Married,Graduate,27,3,652519,24,79139,120683,6,3,244516,88025,0.36,3,4,0,0,0,Current,,362896,333,157,0,2025-07-28
1581,54,274647,22,Married,Graduate,20,2,1055102,240,46601,6969,6,4,751823,60145,0.08,1,1,0,0,0,Current,,1024547,240,21,0,2024-04-25
1582,50,100000,20,Single,High School,19,4,431571,48,65643,32773,7,8,88148,14985,0.17,3,4,0,0,0,Current,,117491,234,54,0,2023-07-14
1583,33,193311,8,Single,Graduate,7,1,496899,48,61153,16050,1,2,189493,90956,0.48,1,1,0,0,0,Current,,275079,87,6,0,2025-03-09
1584,33,167946,7,Single,Graduate,7,4,533253,120,180616,69721,4,3,128673,28308,0.22,0,0,0,0,0,Current,,145988,91,87,0,2024-02-11
1585,38,100000,16,Divorced,High School,19,0,430200,84,106201,39371,2,7,127419,29306,0.23,1,1,0,0,0,Current,,145076,236,11,0,2025-03-04
1586,52,100000,25,Married,High School,23,3,416095,48,117134,25996,2,2,188102,30096,0.16,0,0,0,0,0,Current,,248403,277,219,0,2024-04-12
1587,52,139475,19,Married,High School,22,2,482549,84,209658,17028,3,2,414238,169837,0.41,1,3,4,2,0,DPD60,21.0,596945,265,205,1,2024-10-22
1588,55,285903,20,Single,Graduate,21,1,1191535,36,555821,92792,7,8,710017,205904,0.29,0,2,0,0,0,Current,,929190,253,125,1,2024-10-02
1589,59,312345,25,Divorced,Postgraduate,28,4,965645,120,550540,29674,7,4,453240,199425,0.44,2,3,0,0,0,Current,,674658,343,201,0,2025-07-25
1590,66,153115,38,Divorced,High School,30,2,79760,84,42997,17028,1,9,296984,157401,0.53,0,1,0,0,0,Current,,330083,361,72,0,2025-09-15
1591,49,100000,27,Single,High School,24,3,68570,36,71010,32081,7,0,205827,14407,0.07,4,5,0,0,0,Current,,290821,293,109,0,2025-12-21
1592,69,380529,30,Divorced,Graduate,30,2,1868069,12,208855,188662,1,6,972943,116753,0.12,1,2,0,0,0,Current,,1424030,364,27,0,2024-10-29
1593,49,256576,23,Single,Graduate,25,3,295694,60,101294,114871,6,6,600677,192216,0.32,0,1,0,0,0,Current,,728922,309,289,0,2024-01-19
1594,64,335777,20,Single,Graduate,21,3,779111,24,373455,102308,6,5,645775,51662,0.08,1,1,0,0,0,Current,,956387,260,5,0,2023-06-27
1595,36,199270,8,Single,Graduate,13,3,936997,120,224949,55496,2,5,433005,134231,0.31,0,0,0,0,0,Current,,476770,157,9,0,2025-06-26
1596,64,428036,40,Divorced,Postgraduate,30,4,589695,120,211076,213686,3,2,1012216,334031,0.33,2,2,0,0,0,Current,,1494452,360,141,0,2023-10-01
1597,67,380750,40,Divorced,Graduate,30,3,1636105,48,547594,107657,2,2,317111,34882,0.11,4,5,0,0,0,Current,,460256,361,225,0,2025-01-02
1598,30,388366,5,Single,Postgraduate,11,2,1624225,84,574464,86083,7,9,388808,116642,0.3,3,4,0,0,0,Current,,401667,141,94,0,2024-07-31
1599,50,397071,24,Married,Postgraduate,28,0,1960928,12,36098,181297,5,8,882077,361651,0.41,2,2,0,0,0,Current,,1112004,340,89,0,2023-03-07
1600,45,213020,23,Married,Graduate,19,2,376527,24,175044,28205,6,0,559404,106286,0.19,0,0,0,0,0,Current,,707321,235,134,0,2024-05-30
1601,59,164569,31,Divorced,Graduate,28,4,315802,84,293883,10995,5,6,250664,45119,0.18,1,3,2,1,1,DPD90+,5.0,257804,343,103,1,2024-05-26
1602,40,100000,14,Single,High School,12,3,456295,24,106462,32436,7,9,294972,5899,0.02,1,3,0,0,0,Current,,300802,145,74,0,2025-06-26
1603,25,157433,2,Married,Graduate,9,0,244549,48,114591,10391,3,6,163758,55677,0.34,3,4,2,1,1,DPD90+,32.0,164175,119,36,1,2023-05-12
1604,21,336237,0,Married,Postgraduate,3,4,997129,48,183137,66948,2,7,518392,25919,0.05,1,1,0,0,0,Current,,654342,40,19,0,2025-03-30
1605,50,291469,25,Single,Graduate,22,1,1073495,240,152887,65090,6,5,421553,172836,0.41,1,1,0,0,0,Current,,519314,275,267,0,2024-09-27
1606,69,220975,28,Married,High School,26,1,380845,120,54038,62495,3,7,624417,93662,0.15,1,2,2,0,0,DPD30,12.0,918036,313,263,0,2023-09-25
1607,23,329219,0,Married,Postgraduate,3,1,1554854,120,541101,163291,2,0,399489,143816,0.36,1,1,0,0,0,Current,,467862,47,41,0,2025-04-29
1608,65,222218,31,Single,Graduate,29,0,776793,12,48661,28015,2,0,372654,96890,0.26,0,0,0,0,0,Current,,495299,354,57,0,2025-11-27
1609,34,100000,9,Widowed,High School,15,2,71212,60,61997,20036,5,8,96808,29042,0.3,3,4,0,0,0,Current,,97174,189,31,0,2023-12-22
1610,50,190518,18,Single,Graduate,22,0,211630,36,26494,15903,4,3,343535,51530,0.15,2,3,0,0,0,Current,,457509,271,187,0,2023-02-16
1611,24,242009,2,Widowed,Graduate,8,0,328773,36,380850,75423,7,2,639753,121553,0.19,3,4,0,0,0,Current,,931947,100,95,0,2023-03-22
1612,38,463409,14,Single,Postgraduate,19,0,742524,84,58669,171129,1,5,583941,52554,0.09,2,3,0,0,0,Current,,687522,238,174,0,2023-10-11
1613,57,100000,36,Single,High School,30,1,378804,48,65118,25139,6,9,252698,10107,0.04,4,6,0,0,0,Current,,292378,371,337,0,2023-10-12
1614,45,137342,24,Single,Graduate,25,2,123636,180,160405,18953,1,8,381574,95393,0.25,2,3,0,0,0,Current,,501012,300,135,0,2023-01-04
1615,68,255095,31,Married,Graduate,30,0,530004,48,216485,81126,3,9,174075,64407,0.37,2,2,0,0,0,Current,,202671,366,94,0,2023-03-30
1616,21,221268,0,Married,Graduate,1,2,1018103,180,132855,61688,1,3,529065,132266,0.25,2,3,0,0,0,Current,,635517,14,7,0,2025-02-23
1617,66,252539,37,Single,Graduate,30,3,758880,48,148144,25801,5,8,287479,83368,0.29,2,2,0,0,0,Current,,326736,361,351,0,2024-07-18
1618,35,230347,10,Single,Graduate,14,0,390377,36,369866,49461,4,4,216139,60518,0.28,0,0,4,1,1,DPD90+,5.0,253411,173,9,1,2023-01-02
1619,29,187113,4,Married,Graduate,8,0,899406,60,364731,42829,6,6,374751,37475,0.1,1,2,1,1,1,DPD90+,4.0,502055,97,9,1,2024-04-21
1620,35,387600,13,Married,Postgraduate,14,0,619935,60,282436,190566,7,2,877528,307134,0.35,1,1,0,0,0,Current,,1282233,177,113,0,2024-03-07
1621,69,406080,39,Married,Graduate,30,3,1856982,12,51301,173663,2,2,603801,313976,0.52,3,4,0,0,0,Current,,779843,367,122,0,2024-06-19
1622,44,107386,18,Single,High School,22,3,404411,180,13026,40001,2,2,64209,8989,0.14,2,2,2,1,1,DPD90+,8.0,64531,266,108,1,2024-11-26
1623,24,170814,3,Married,Graduate,8,1,654618,180,261425,76287,7,7,473455,61549,0.13,0,1,0,0,0,Current,,535925,97,86,0,2025-12-18
1624,32,451702,7,Married,Postgraduate,8,4,1780711,180,509122,168499,5,5,1051050,441441,0.42,0,0,0,0,0,Current,,1551475,103,16,0,2024-04-24
1625,57,281973,29,Widowed,Graduate,26,2,783761,48,444954,127912,6,8,332493,23274,0.07,0,1,0,0,0,Current,,483830,317,258,0,2023-05-18
1626,57,100000,22,Married,High School,23,4,416560,240,141011,4618,1,8,174215,76654,0.44,1,1,2,2,1,DPD90+,35.0,184288,279,198,1,2023-05-28
1627,63,470247,29,Single,Postgraduate,30,0,2004601,36,855679,112347,7,7,267797,40169,0.15,0,3,1,0,1,DPD90+,17.0,389432,364,118,1,2024-03-31
1628,26,194847,4,Single,Graduate,11,0,413502,120,346312,73751,2,0,262694,68300,0.26,1,1,3,3,1,DPD90+,5.0,389381,141,128,1,2024-03-25
1629,59,100000,19,Married,High School,20,1,230155,84,158723,29998,1,5,180633,30707,0.17,0,1,0,0,0,Current,,209947,246,43,0,2025-02-25
1630,66,106944,30,Married,High School,30,4,481184,240,104443,11130,5,3,191756,86290,0.45,2,3,0,0,0,Current,,258967,371,63,0,2025-05-12
1631,44,100000,19,Divorced,High School,16,0,286128,48,65084,18343,2,3,102046,26531,0.26,1,3,0,0,0,Current,,130617,203,125,0,2024-09-29
1632,31,301086,7,Married,Postgraduate,11,4,1325153,48,312738,51946,3,2,735212,183803,0.25,2,3,0,0,0,Current,,859113,135,19,0,2024-06-11
1633,33,100000,9,Married,High School,16,1,332046,84,102903,14544,4,8,124715,73581,0.59,3,4,0,0,0,Current,,134276,203,133,1,2023-04-17
1634,54,100000,27,Married,High School,25,4,317105,180,124003,18470,1,1,195102,68285,0.35,1,1,1,0,1,DPD90+,9.0,230895,310,23,1,2024-10-09
1635,45,398169,9,Married,Postgraduate,8,2,254594,36,164400,106362,7,0,469363,93872,0.2,3,6,2,0,1,DPD90+,34.0,687099,102,19,1,2023-09-27
1636,27,189672,3,Single,Graduate,11,1,332025,180,251971,81622,6,9,296442,68181,0.23,0,2,0,0,0,Current,,416686,137,128,0,2023-07-07
1637,24,100000,2,Single,High School,5,4,275925,180,94037,37617,1,2,101878,38713,0.38,1,1,0,0,0,Current,,118722,64,1,0,2023-12-20
1638,28,100000,6,Married,High School,6,0,314292,120,125939,42091,1,3,208251,29155,0.14,1,4,0,0,0,Current,,265277,74,27,0,2023-11-11
1639,40,100000,10,Single,High School,9,3,333695,120,51722,44412,1,3,156396,23459,0.15,0,0,3,2,1,DPD90+,16.0,188141,108,43,1,2023-01-18
1640,49,173520,24,Single,High School,22,3,646015,60,155659,38131,7,5,93751,15000,0.16,1,2,3,3,0,DPD60,6.0,115606,271,182,1,2024-04-30
1641,65,289044,29,Single,Graduate,30,1,998083,24,132929,53788,5,0,164874,42867,0.26,0,1,0,0,0,Current,,227625,370,262,0,2024-06-05
1642,66,213826,40,Single,High School,30,3,923427,24,375659,10190,5,0,358764,64577,0.18,1,1,3,3,1,DPD90+,6.0,456169,366,228,1,2025-08-26
1643,30,100000,5,Single,High School,13,2,182961,180,100152,46663,6,1,95806,9580,0.1,1,1,3,3,1,DPD90+,35.0,104478,161,81,1,2025-09-20
1644,63,464350,40,Married,Postgraduate,30,1,1572783,84,226934,23958,5,3,911335,63793,0.07,0,0,0,0,0,Current,,1033925,363,76,0,2023-05-16
1645,54,207917,26,Married,Graduate,25,0,151824,180,27103,78123,7,6,316133,170711,0.54,1,2,0,0,0,Current,,405882,304,281,0,2024-05-10
1646,46,194630,24,Married,Graduate,27,0,517882,36,266193,39216,6,5,415739,124721,0.3,2,4,0,0,0,Current,,559755,328,202,0,2024-10-21
1647,61,248285,37,Married,Graduate,30,1,423611,12,116335,118038,6,8,715306,386265,0.54,1,4,0,0,0,Current,,897036,361,119,0,2023-05-11
1648,69,268524,35,Widowed,Graduate,30,3,594510,84,531593,59453,5,6,489207,181006,0.37,0,0,0,0,0,Current,,640912,365,252,0,2024-05-22
1649,23,130823,0,Single,Graduate,2,3,274202,24,142690,53895,2,4,322929,25834,0.08,1,1,0,0,0,Current,,450385,34,24,0,2023-09-10
1650,26,241036,5,Married,Graduate,13,0,186064,240,147876,37523,5,5,574292,120601,0.21,1,1,0,0,0,Current,,730899,160,75,0,2025-04-13
1651,25,167724,0,Single,Graduate,3,2,436066,60,223487,27433,2,9,470378,169336,0.36,3,4,0,0,0,Current,,700202,36,24,0,2023-04-18
1652,25,328503,2,Married,Postgraduate,9,3,1634575,60,192725,100472,3,8,340015,102004,0.3,2,3,2,2,0,DPD60,3.0,380063,116,3,1,2025-05-02
1653,67,113570,31,Divorced,High School,26,2,209560,180,187337,56675,5,0,291683,81671,0.28,2,2,0,0,0,Current,,425811,318,168,0,2025-06-18
1654,43,420416,18,Married,Postgraduate,17,3,1602901,84,273716,112854,3,8,1161946,604211,0.52,0,0,0,0,0,Current,,1305829,214,148,0,2024-10-10
1655,69,168303,40,Married,High School,30,1,499026,36,332749,79006,5,5,249409,122210,0.49,0,0,0,0,0,Current,,315707,361,343,0,2025-06-27
1656,29,308464,5,Married,Postgraduate,10,4,605673,240,379420,122583,3,3,396234,83209,0.21,1,3,0,0,0,Current,,486556,125,69,0,2023-11-17
1657,55,159942,25,Married,Graduate,27,0,144464,48,271357,64299,4,4,460647,69097,0.15,1,1,1,0,0,DPD30,20.0,546530,324,124,0,2023-05-17
1658,40,372977,17,Single,Postgraduate,17,1,548783,48,71607,85509,3,0,771720,262384,0.34,0,0,0,0,0,Current,,1143200,205,77,0,2023-02-21
1659,69,181540,26,Married,High School,21,3,729489,24,132376,37313,2,6,263540,65885,0.25,2,4,1,1,1,DPD90+,24.0,299421,258,194,1,2024-11-26
1660,62,217269,33,Married,Graduate,29,0,381435,36,323317,24360,1,7,538733,32323,0.06,3,5,0,0,0,Current,,720520,350,349,0,2025-05-21
1661,55,237276,22,Single,Graduate,26,4,272715,48,314951,114531,6,4,299248,104736,0.35,2,3,1,0,0,DPD30,8.0,419555,318,79,0,2023-10-18
1662,38,236229,13,Single,Graduate,15,4,470294,120,101288,113510,3,1,222295,55573,0.25,1,3,0,0,0,Current,,244191,185,8,0,2023-08-20
1663,37,106744,7,Divorced,Graduate,11,3,333915,36,79481,40412,1,7,198535,35736,0.18,0,1,0,0,0,Current,,295137,136,98,0,2023-10-07
1664,44,183068,20,Single,Graduate,20,0,671051,180,103198,29693,7,9,350672,234950,0.67,0,1,0,0,0,Current,,446517,249,117,1,2023-10-17
1665,23,181614,2,Single,Graduate,2,3,407385,180,226304,25005,4,6,465724,232862,0.5,1,2,0,0,0,Current,,678674,32,23,0,2023-07-08
1666,52,312301,18,Married,Graduate,19,4,856223,24,225452,154443,4,9,512975,241098,0.47,2,3,2,0,0,DPD30,13.0,683252,237,37,1,2024-10-19
1667,55,386146,18,Single,Graduate,19,1,983562,48,252020,20056,7,8,979446,342806,0.35,0,0,0,0,0,Current,,1297485,232,90,0,2024-05-22
1668,58,231519,23,Married,High School,23,1,125139,180,105199,98374,7,3,295952,56230,0.19,1,3,0,0,0,Current,,347090,280,249,0,2023-06-09
1669,33,347626,9,Married,Postgraduate,13,2,792657,12,294648,66264,7,8,673845,128030,0.19,1,1,0,0,0,Current,,933474,163,14,0,2024-11-14
1670,67,261946,40,Married,Graduate,30,4,823280,12,112958,57905,2,3,267494,40124,0.15,0,1,0,0,0,Current,,271477,366,89,0,2025-08-30
1671,45,430387,18,Single,Postgraduate,15,4,1319029,48,829360,180482,7,2,629920,69291,0.11,0,1,3,3,1,DPD90+,7.0,804981,180,67,1,2023-09-23
1672,29,100000,5,Married,High School,6,3,387395,24,35127,6348,2,2,264384,163918,0.62,0,1,0,0,0,Current,,268632,81,32,0,2024-09-05
1673,24,266274,1,Divorced,Postgraduate,6,2,936403,12,487532,50592,3,9,276917,168919,0.61,0,0,4,2,0,DPD60,19.0,319406,73,36,1,2025-08-18
1674,34,323684,9,Single,Postgraduate,12,2,565032,180,286629,154388,5,1,817495,204373,0.25,0,1,0,0,0,Current,,856855,147,133,0,2023-06-05
1675,57,235159,30,Single,Graduate,29,0,388105,24,185032,83611,7,9,283879,147617,0.52,3,3,0,0,0,Current,,413269,356,335,1,2024-06-24
1676,54,276757,22,Divorced,Graduate,23,3,716423,48,138675,105823,7,2,162241,30825,0.19,1,1,0,0,0,Current,,213205,282,122,0,2024-02-12
1677,31,146855,9,Single,Graduate,14,1,557808,36,189402,56333,4,7,113788,6827,0.06,0,0,3,3,0,DPD60,33.0,151822,169,18,1,2023-02-11
1678,61,428107,31,Married,Postgraduate,30,0,394810,24,593690,21008,1,7,1012344,536542,0.53,2,3,0,0,0,Current,,1443161,370,237,0,2024-01-03
1679,23,254697,6,Single,Graduate,11,2,1214260,180,244958,29936,5,1,294220,73555,0.25,1,3,0,0,0,Current,,402056,143,11,0,2024-08-06
1680,48,100000,25,Single,High School,22,1,294418,36,15862,25580,4,1,213536,51248,0.24,1,2,0,0,0,Current,,226796,271,132,0,2024-09-06
1681,49,328004,23,Single,Graduate,24,4,616266,240,603886,64522,3,1,737352,117976,0.16,1,2,0,0,0,Current,,965023,288,182,0,2023-04-30
1682,29,399123,8,Married,Postgraduate,15,3,1444929,60,782936,86704,7,9,543923,223008,0.41,0,0,2,1,1,DPD90+,24.0,809947,187,110,1,2024-04-08
1683,23,344522,0,Married,Postgraduate,7,2,241601,240,306808,136118,4,6,581311,296468,0.51,2,3,0,0,0,Current,,643544,88,86,0,2023-02-23
1684,45,353750,22,Single,Postgraduate,19,4,947974,36,440998,9567,2,5,533956,181545,0.34,1,3,0,0,0,Current,,699405,228,141,0,2023-09-29
1685,54,314430,22,Divorced,Graduate,20,2,844830,60,291816,105974,1,0,901902,198418,0.22,0,0,0,0,0,Current,,1156064,242,207,0,2025-02-13
1686,32,100000,9,Married,High School,15,1,122888,84,67766,2005,1,1,129987,32496,0.25,1,2,4,4,4,DPD90+,18.0,155441,190,73,1,2024-11-30
1687,62,125879,28,Widowed,High School,30,0,537282,240,25272,6327,2,0,120630,26538,0.22,2,4,0,0,0,Current,,178208,366,3,0,2024-08-30
1688,29,100000,6,Widowed,High School,8,1,408565,180,93933,21597,7,6,141398,74940,0.53,0,1,4,1,1,DPD90+,3.0,166595,107,2,1,2025-07-05
1689,35,100000,8,Married,High School,15,3,118729,24,164584,42365,7,5,217378,82603,0.38,1,1,0,0,0,Current,,227560,186,140,0,2025-06-17
1690,60,226783,25,Divorced,Graduate,22,3,484685,24,18870,20319,5,1,508766,101753,0.2,2,2,0,0,0,Current,,753620,271,210,0,2023-03-07
1691,45,100000,19,Married,High School,20,2,95193,60,118510,28621,2,1,281014,36531,0.13,2,2,3,0,1,DPD90+,1.0,383474,250,56,1,2023-12-15
1692,25,222547,0,Divorced,Graduate,2,1,961122,60,393353,76930,7,1,601853,60185,0.1,1,1,2,0,1,DPD90+,27.0,704905,34,25,1,2024-06-12
1693,31,367220,6,Single,Postgraduate,5,0,717893,60,174143,47803,1,7,448302,40347,0.09,1,1,0,0,0,Current,,511178,63,52,0,2025-01-18
1694,54,148763,29,Single,Graduate,28,3,368474,48,60598,39558,7,6,243660,14619,0.06,0,0,0,0,0,Current,,356721,341,257,0,2024-08-11
1695,44,327192,16,Married,Postgraduate,14,0,640453,180,509090,149682,3,0,774847,170466,0.22,0,0,0,0,0,Current,,880826,179,113,0,2023-07-30
1696,35,205743,8,Married,Graduate,13,4,389907,60,112627,54700,7,3,574299,189518,0.33,0,1,0,0,0,Current,,728543,162,71,0,2023-08-10
1697,58,140554,34,Divorced,High School,30,2,542940,12,59646,13425,5,3,188751,79275,0.42,2,3,2,1,1,DPD90+,27.0,209037,367,102,1,2025-08-26
1698,28,100000,4,Divorced,Graduate,5,0,386404,60,78707,32135,6,6,161110,91832,0.57,0,1,0,0,0,Current,,241279,62,45,1,2025-05-14
1699,25,100000,0,Single,High School,7,2,283004,12,81537,30425,4,1,274869,30235,0.11,1,1,0,0,0,Current,,380626,88,16,0,2023-11-06
1700,68,326379,40,Divorced,Graduate,30,4,1129035,48,572631,10750,6,3,455693,191391,0.42,2,4,0,0,0,Current,,585026,367,123,0,2025-12-23
1701,46,206909,24,Single,Graduate,20,0,579859,12,259870,13135,3,0,352010,80962,0.23,2,2,0,0,0,Current,,483279,245,17,0,2024-01-22
1702,38,100000,12,Single,High School,12,0,62865,84,84162,9525,6,3,276126,80076,0.29,1,2,0,0,0,Current,,402642,144,30,0,2024-03-28
1703,26,100000,2,Married,High School,2,4,79702,84,109205,8541,7,0,250560,42595,0.17,1,1,0,0,0,Current,,371220,25,5,0,2025-03-13
1704,57,315551,32,Single,Graduate,30,1,702679,12,602775,45610,5,1,349812,132928,0.38,1,3,0,0,0,Current,,487291,362,274,0,2023-12-22
1705,68,396042,40,Married,Postgraduate,30,0,1534210,180,107235,94246,1,1,519602,57156,0.11,1,3,3,0,0,DPD30,8.0,740190,371,204,0,2025-10-23
1706,33,270475,5,Married,Postgraduate,5,0,1246759,48,123078,53668,1,9,373903,149561,0.4,5,6,0,0,0,Current,,448271,66,11,0,2023-05-26
1707,48,235735,18,Single,Graduate,23,3,149382,24,454245,105494,3,2,655778,91808,0.14,0,2,0,0,0,Current,,784252,285,60,0,2024-04-06
1708,25,100000,2,Married,High School,4,1,215613,12,191678,31381,6,7,299733,56949,0.19,0,1,0,0,0,Current,,420869,50,43,0,2025-06-29
1709,33,212693,9,Married,Postgraduate,12,0,320532,36,84114,93701,5,5,517909,56969,0.11,2,2,0,0,0,Current,,714617,152,80,0,2023-07-23
1710,37,416024,10,Single,Postgraduate,17,4,1734164,120,138520,113565,4,5,711740,106761,0.15,0,2,0,0,0,Current,,1032372,212,38,0,2023-07-03
1711,60,210946,27,Single,Graduate,26,2,908514,180,183758,13318,7,8,110838,78694,0.71,2,4,0,0,0,Current,,118209,323,137,0,2023-03-19
1712,65,354980,33,Divorced,Postgraduate,30,4,507209,60,52164,86039,6,7,796475,175224,0.22,5,6,0,0,0,Current,,1071582,371,225,0,2023-07-02
1713,52,197294,23,Divorced,Graduate,26,1,729735,120,261821,81793,6,1,290693,209298,0.72,2,2,0,0,0,Current,,384826,323,242,0,2023-01-22
1714,49,335600,14,Single,Postgraduate,18,3,1272897,24,67494,37979,4,5,698875,132786,0.19,0,1,0,0,0,Current,,977907,226,211,0,2024-08-16
1715,23,300473,0,Single,Postgraduate,1,3,389641,48,49024,19165,2,0,605974,42418,0.07,1,3,0,0,0,Current,,613413,19,9,0,2025-04-13
1716,60,100000,38,Divorced,High School,30,3,245163,84,99611,17812,7,8,170208,40849,0.24,0,0,0,0,0,Current,,240525,368,46,0,2023-07-14
1717,54,281891,17,Married,Graduate,22,4,927849,60,540577,58258,3,3,806481,201620,0.25,1,2,4,2,1,DPD90+,29.0,938109,271,172,1,2024-07-16
1718,60,458774,31,Single,Postgraduate,30,2,283201,84,404754,76616,7,3,255934,127967,0.5,0,0,0,0,0,Current,,343862,368,42,0,2025-06-19
1719,47,100000,14,Married,High School,15,2,232066,24,74513,8491,5,8,228033,129978,0.57,0,0,1,1,0,DPD60,29.0,298330,183,23,1,2025-12-07
1720,33,151914,6,Married,Graduate,5,0,181888,120,303222,21329,3,2,231608,34741,0.15,1,1,0,0,0,Current,,282584,63,51,0,2023-02-24
1721,65,403616,33,Married,Postgraduate,30,2,1186039,180,438867,140254,4,4,922051,119866,0.13,2,4,0,0,0,Current,,1265988,364,362,0,2025-07-12
1722,53,239099,21,Single,Graduate,19,2,1026482,240,186908,49074,5,0,523160,151716,0.29,5,5,0,0,0,Current,,774595,234,34,0,2024-03-15
1723,26,100000,2,Married,High School,7,0,286139,84,80242,32362,1,5,52559,13139,0.25,0,0,0,0,0,Current,,61059,92,22,0,2025-03-05
1724,44,290418,14,Single,Graduate,16,4,192235,120,124929,80569,1,2,352377,38761,0.11,0,0,0,0,0,Current,,484242,195,193,0,2023-10-29
1725,39,206932,15,Widowed,High School,17,4,131082,12,217037,58674,7,0,201288,64412,0.32,2,2,0,0,0,Current,,232944,210,154,0,2025-12-21
1726,36,100000,5,Married,Graduate,6,1,322476,240,90576,13930,5,9,91746,20184,0.22,3,3,0,0,0,Current,,130538,83,82,0,2024-10-07
1727,60,100000,36,Married,High School,30,4,197591,84,57805,27034,3,5,232119,46423,0.2,1,2,1,1,0,DPD60,3.0,282868,371,55,1,2025-07-18
1728,48,342840,25,Married,Graduate,26,3,1054918,48,124469,10739,3,9,376739,218508,0.58,3,4,0,0,0,Current,,461366,317,255,0,2024-11-26
1729,53,140957,27,Married,Graduate,23,3,174274,240,92596,32030,1,1,237772,64198,0.27,0,2,0,0,0,Current,,329537,284,15,0,2024-08-01
1730,68,401475,26,Divorced,Graduate,24,1,1604246,12,418309,118378,1,7,448637,296100,0.66,0,0,1,0,0,DPD30,18.0,559937,296,181,1,2023-09-27
1731,61,281841,28,Single,Graduate,24,2,1232557,24,46151,30257,4,1,549754,148433,0.27,0,0,0,0,0,Current,,623048,296,79,0,2024-05-17
1732,33,200047,9,Divorced,Graduate,16,1,900514,36,69976,28636,5,3,460395,105890,0.23,2,2,0,0,0,Current,,689565,196,11,0,2025-09-25
1733,63,202212,37,Single,Graduate,30,0,377799,12,383784,25352,3,2,268474,26847,0.1,1,1,2,1,1,DPD90+,8.0,351731,362,58,1,2025-12-11
1734,65,107930,31,Single,High School,30,1,374874,24,119647,5813,4,8,216675,32501,0.15,0,1,2,1,0,DPD60,25.0,286568,365,239,1,2025-02-08
1735,45,329842,21,Married,Graduate,17,1,579100,24,57302,61671,3,1,845100,169020,0.2,2,2,3,0,1,DPD90+,20.0,1118313,205,42,1,2024-05-30
1736,62,123139,34,Married,High School,30,3,484232,120,172581,60326,1,2,90576,44382,0.49,1,2,0,0,0,Current,,130581,366,337,0,2024-07-07
1737,56,381330,23,Divorced,Postgraduate,26,0,397484,84,65022,72400,5,6,868165,78134,0.09,0,0,2,0,0,DPD30,1.0,947980,318,197,1,2023-03-09
1738,47,105343,18,Married,High School,19,0,414255,240,157045,25393,2,3,137774,71642,0.52,1,2,0,0,0,Current,,141848,229,161,0,2024-12-13
1739,58,252466,32,Married,Graduate,30,1,625807,60,381836,84192,5,5,203645,16291,0.08,4,7,0,0,0,Current,,243019,365,172,0,2024-09-21
1740,27,191709,3,Divorced,Graduate,4,0,833928,240,252979,63509,6,2,357371,142948,0.4,2,3,0,0,0,Current,,458311,51,25,0,2023-03-01
1741,25,114015,0,Single,Graduate,7,0,436128,240,168491,54265,2,0,121500,18225,0.15,4,6,0,0,0,Current,,138856,90,7,0,2023-12-27
1742,63,124370,25,Divorced,High School,29,4,272909,24,27552,53681,7,5,317566,120675,0.38,0,1,0,0,0,Current,,427000,355,226,0,2024-02-06
1743,65,246535,25,Married,Graduate,27,0,1125660,240,361721,98884,7,3,149705,37426,0.25,2,2,0,0,0,Current,,155237,333,308,0,2025-11-25
1744,51,134762,24,Married,Graduate,22,2,239204,36,42657,64251,4,1,100617,24148,0.24,0,0,0,0,0,Current,,140396,274,269,0,2025-05-19
1745,43,247917,15,Single,Graduate,19,0,1202756,36,176525,32419,2,6,446867,53624,0.12,3,3,0,0,0,Current,,607311,228,32,0,2025-02-20
1746,62,201973,33,Married,Graduate,30,3,798281,240,381396,63861,2,9,398362,171295,0.43,1,2,0,0,0,Current,,440975,364,295,0,2024-07-12
1747,30,170115,9,Single,Graduate,8,4,843436,120,175321,75846,4,4,395469,59320,0.15,1,4,1,1,0,DPD60,31.0,454483,104,78,1,2025-11-17
1748,52,301564,10,Single,Graduate,11,3,223932,180,583973,96375,5,5,346241,34624,0.1,2,3,0,0,0,Current,,485949,133,63,0,2025-10-25
