age,income_inr,employment_years,marital_status,education_level,credit_history_length,outstanding_loans,loan_amount,loan_tenure_months,savings_account_balance,checking_account_balance,no_of_open_accounts,no_of_closed_accounts,total_credit_limit,total_current_balance,credit_utilization_ratio,no_of_inquiries_6m,no_of_inquiries_12m,max_credit_exposure,oldest_trade_open_months,newest_trade_open_months,default,month,log_income_inr,log_loan_amount,log_savings_account_balance,log_checking_account_balance,log_total_credit_limit,log_total_current_balance,log_max_credit_exposure
27,189672,3,0,1,11,1,332025,180,251971,81622,6,9,296442,68181,0.23,0,0,386901,142,129,0,2025-06,12.153056815798502,12.712968558085315,12.437073249209153,11.309866363981456,12.599610236105843,11.129935879377234,12.865926709969635
24,100000,2,0,0,5,4,275925,180,94037,37617,1,2,101878,38713,0.38,1,3,106572,66,22,1,2023-11,11.51293546492023,12.527887992807752,11.451454234882123,10.53523793823075,11.531541113576042,10.563956570705491,11.576585475330184
28,100000,6,1,0,6,0,314292,120,125939,42091,1,3,208251,29155,0.14,0,0,229600,77,45,0,2025-04,11.51293546492023,12.658080950822718,11.743560882042734,10.647612977860703,12.24650416382451,10.280416002502104,12.34409829881876
40,100000,10,0,0,9,3,333695,120,51722,44412,1,3,156396,23459,0.15,0,0,216871,110,51,1,2025-07,11.51293546492023,12.717985677853118,10.853657835843961,10.701287498357663,11.960152925323701,10.063052122207466,12.28706259673456
49,173520,24,0,0,22,3,646015,60,155659,38131,7,5,93751,15000,0.16,1,2,104246,265,103,0,2025-11,12.064053908508585,13.378579550259879,11.95542942051338,10.548809103613468,11.448408276938439,9.61587214452889,11.554518362268565
65,289044,29,0,1,30,1,998083,24,132929,53788,5,0,164874,42867,0.26,0,2,172501,370,81,0,2025-06,12.574337664315689,13.81359272008832,11.797577952861644,10.89282426427834,12.012942890019616,10.665880905832887,12.058164109589239
66,213826,40,0,0,30,3,923427,24,375659,10190,5,0,358764,64577,0.18,0,1,465891,370,106,0,2025-02,12.272922555848476,13.735848111315683,12.836439757967412,9.229260256828693,12.790422857028567,11.075629074492353,13.051709126590712
30,100000,5,0,0,13,2,182961,180,100152,46663,6,1,95806,9580,0.1,2,4,122053,161,51,0,2024-03,11.51293546492023,12.117033759988031,11.514454295712719,10.750728268433473,11.47009103018308,9.167537249650874,11.712218848737571
63,464350,40,1,2,30,1,1572783,84,226934,23958,5,3,911335,63793,0.07,2,2,1188332,369,28,0,2023-05,13.048396010749805,14.268357855383314,12.332418911847045,10.08409931513136,13.722666933709222,11.06341442102333,13.988062042657475
54,207917,26,1,1,25,0,151824,180,27103,78123,7,6,316133,170711,0.54,0,1,413866,306,250,1,2024-07,12.244899050184845,11.930483820765776,10.207436597451782,11.266052586956782,12.6639214533179,12.04773320508146,12.933299945155028
46,194630,24,1,1,27,0,517882,36,266193,39216,6,5,415739,124721,0.3,2,3,519714,332,286,0,2025-11,12.178860737177487,13.157504627003568,12.491980645245103,10.576865605238781,12.937815343849483,11.733842539523547,13.161035863385475
61,248285,37,1,1,30,1,423611,12,116335,118038,6,8,715306,386265,0.54,0,1,891905,368,8,0,2024-04,12.422336586499485,12.956573220920038,11.664237834889837,11.678770357316484,13.480467100152325,12.864281530284364,13.701116024843241
69,268524,35,3,1,30,3,594510,84,531593,59453,5,6,489207,181006,0.37,0,1,715261,368,254,0,2024-04,12.500699298466248,13.295494497885446,13.183635319075817,10.992958183286955,13.100543035891205,12.106290983533292,13.480404188122195
23,130823,0,0,1,2,3,274202,24,142690,53895,2,4,322929,25834,0.08,2,3,409131,34,25,1,2025-10,11.781608187412226,12.521623986969537,11.868436732099656,10.894811542640495,12.685190860451742,10.159485440721285,12.921793121342416
26,241036,5,1,1,13,0,186064,240,147876,37523,5,5,574292,120601,0.21,0,0,751547,165,59,0,2025-02,12.392705727659687,12.13385135401318,11.90413612612583,10.532736007245841,13.260894998026581,11.700251146885641,13.52989035839091
25,167724,0,0,1,3,2,436066,60,223487,27433,2,9,470378,169336,0.36,4,5,533166,36,13,1,2025-03,12.030081012431088,12.98555118024996,12.317113000319164,10.219538399038353,13.061294031712888,12.039646091201382,13.186589974898778
25,328503,2,1,2,9,3,1634575,60,192725,100472,3,8,340015,102004,0.3,0,0,488107,111,34,0,2024-06,12.70230429339279,14.306894001465249,12.169024770054435,11.51764431367017,12.736747954308642,11.53277711067283,13.098291971824922
67,113570,31,2,0,26,2,209560,180,187337,56675,5,0,291683,81671,0.28,1,2,295236,315,167,0,2024-07,11.64018347098913,12.252770145413805,12.140669750929472,10.945106119684118,12.583426303477262,11.31046650484885,12.595533702607597
43,420416,18,1,2,17,3,1602901,84,273716,112854,3,8,1161946,604211,0.52,1,1,1485679,213,71,1,2023-12,12.949002354845753,14.287326294351669,12.519850004901155,11.633859087865856,13.965607604338288,13.31168040871067,14.211383137866935
69,168303,40,1,0,30,1,499026,36,332749,79006,5,5,249409,122210,0.49,1,3,297276,367,214,0,2024-11,12.033527146979056,13.120415481486292,12.715146736257358,11.277291735118673,12.426853407655194,11.713504338035014,12.60241964306046
29,308464,5,1,2,10,4,605673,240,379420,122583,3,3,396234,83209,0.21,0,1,515877,122,97,0,2024-10,12.639363663703387,13.314097166507015,12.846401685504771,11.716551788258013,12.889762748567524,11.329122811894475,13.153625582400222
55,159942,25,1,1,27,0,144464,48,271357,64299,4,4,460647,69097,0.15,3,5,543603,324,294,0,2023-07,11.982572780743858,11.880792542663075,12.511194261275495,11.071314910225711,13.040389472836564,11.143281065776831,13.205976319583783
40,372977,17,0,2,17,1,548783,48,71607,85509,3,0,771720,262384,0.34,0,1,1048647,206,109,0,2025-05,12.829274715653247,13.215460200449861,11.178962078550775,11.35638860715,13.556378364722839,12.477568169783964,13.863012273392386
69,181540,26,1,0,21,3,729489,24,132376,37313,2,6,263540,65885,0.25,2,2,266219,257,244,0,2023-11,12.109236802493342,13.50010093883183,11.793409191382587,10.527123870331945,12.481964232582444,11.095681254825768,12.49207831360101
62,217269,33,1,1,29,0,381435,36,323317,24360,1,7,538733,32323,0.06,1,1,648066,354,278,0,2025-04,12.288896098729287,12.851698356786901,12.686391638006553,10.100738771884387,13.19697722158322,10.383565267353339,13.38174936505124
55,237276,22,0,1,26,4,272715,48,314951,114531,6,4,299248,104736,0.35,0,2,423624,320,191,0,2024-11,12.376983514001205,12.516186239646434,12.660175525244233,11.648609538912826,12.609031281727084,11.559207725070786,12.956603908909353
38,236229,13,0,1,15,4,470294,120,101288,113510,3,1,222295,55573,0.25,4,4,250104,184,155,0,2025-03,12.372561185687804,13.061115436364824,11.525733095989201,11.639655027507073,12.311765106088195,10.925470744968305,12.429636108669072
37,106744,7,2,1,11,3,333915,36,79481,40412,1,7,198535,35736,0.18,2,3,203771,136,21,1,2023-06,11.578198091586424,12.718644743322175,11.283285859912317,10.606906794366678,12.19872572286712,10.483941845626783,12.224757000734302
44,183068,20,0,1,20,0,671051,180,103198,29693,7,9,350672,234950,0.67,4,4,437730,242,181,1,2024-10,12.117618409938707,13.416601909225355,11.544414442060171,10.29870028417994,12.767609444285089,12.367132260746633,12.989359845436853
23,181614,2,0,1,2,3,407385,180,226304,25005,4,6,465724,232862,0.5,0,0,693121,35,35,0,2023-04,12.109644340857153,12.91751641792321,12.329638925942284,10.126871075054945,13.05135061015791,12.358205576785524,13.448961308853777
52,312301,18,1,1,19,4,856223,24,225452,154443,4,9,512975,241098,0.47,1,2,529430,230,47,0,2025-12,12.651725947349288,13.660287303134044,12.32586699048059,11.947586850068673,13.147984339432787,12.392962916504088,13.179558123917571
55,386146,18,0,1,19,1,983562,48,252020,20056,7,8,979446,342806,0.35,1,1,1013754,236,50,1,2025-11,12.863973404965547,13.798936971699195,12.437267696354864,9.906333498986047,13.794743405663366,12.744922885567286,13.829171816582088
58,231519,23,1,0,23,1,125139,180,105199,98374,7,3,295952,56230,0.19,1,3,384014,278,138,0,2023-10,12.352421541865311,11.737188389552355,11.563618579285746,11.496541985719704,12.597955936914934,10.937223485229126,12.858436893306944
33,347626,9,1,2,13,2,792657,12,294648,66264,7,8,673845,128030,0.19,3,4,758098,158,111,0,2023-10,12.758885344845858,13.58314713394737,12.593540096403181,11.10141713331478,13.420756877140509,11.760027701079096,13.538569262956333
67,261946,40,1,1,30,4,823280,12,112958,57905,2,3,267494,40124,0.15,1,3,322361,368,284,0,2023-03,12.475897472203501,13.621052855162816,11.634780199996666,10.966576285135192,12.496856153554724,10.599754860432316,12.683430416662905
45,430387,18,0,2,15,4,1319029,48,829360,180482,7,2,629920,69291,0.11,3,4,891496,183,37,0,2023-10,12.972442406400136,14.092407175944212,13.628410803745279,12.103391869494107,13.35334969367948,11.146084738398832,13.700657351164695
29,100000,5,1,0,6,3,387395,24,35127,6348,2,2,264384,163918,0.62,0,1,290670,77,41,1,2025-02,11.51293546492023,12.867202704656503,10.466753812241553,8.75605259917045,12.485161653126431,12.007127682357325,12.57994732236876
24,266274,1,2,2,6,2,936403,12,487532,50592,3,9,276917,168919,0.61,1,1,376510,72,61,1,2023-11,12.492284888311367,13.749802286268539,13.09711325943671,10.831568505784759,12.53147671246341,12.03718050904788,12.838702542262757
34,323684,9,0,2,12,2,565032,180,286629,154388,5,1,817495,204373,0.25,0,0,1023702,154,51,1,2023-09,12.687526099637676,13.244639415502597,12.565947464404042,11.947230670511557,13.614001288775214,12.227706927655323,13.838937003449626
57,235159,30,0,1,29,0,388105,24,185032,83611,7,9,283879,147617,0.52,1,1,412328,349,8,0,2023-04,12.36802141251619,12.8690337771705,12.128289466531308,11.333942329441673,12.556306892638919,11.902383134932576,12.929576853354607
54,276757,22,2,1,23,3,716423,48,138675,105823,7,2,162241,30825,0.19,0,0,241168,286,229,0,2025-07,12.530898757108822,13.482027449445074,11.839895556002537,11.569532615781519,11.996844326725148,10.336113768706666,12.39325321152881
31,146855,9,0,1,14,1,557808,36,189402,56333,4,7,113788,6827,0.06,1,3,141379,170,114,0,2024-03,11.897207793810486,13.231771888860706,12.151632299101808,10.939053539486602,11.642101135193975,8.828787083914332,11.859206579724946
61,428107,31,1,2,30,0,394810,24,593690,21008,1,7,1012344,536542,0.53,1,1,1308275,361,233,0,2023-09,12.967130779181044,12.886162448362033,13.294114260972567,9.952706196323627,13.827779979824156,13.192901986955754,14.084220797914288
23,254697,6,0,1,11,2,1214260,180,244958,29936,5,1,294220,73555,0.25,2,5,403940,142,19,0,2025-06,12.447833808561375,14.00964621925693,12.408846128584027,10.306850452552423,12.592086464615639,11.205802299860744,12.909024106674506
48,100000,25,0,0,22,1,294418,36,15862,25580,4,1,213536,51248,0.24,4,6,247560,273,30,1,2025-04,11.51293546492023,12.592759201797847,9.671744632408455,10.14960516741016,12.27156539874347,10.844451384615168,12.419412295269925
49,328004,23,0,1,24,4,616266,240,603886,64522,3,1,737352,117976,0.16,2,2,820945,290,142,0,2023-06,12.700784131152533,13.33143559016544,13.31114237332145,11.07477702836835,13.510822025294937,11.678244969195118,13.618212612824381
29,399123,8,1,2,15,3,1444929,60,782936,86704,7,9,543923,223008,0.41,2,2,806280,191,36,0,2025-12,12.897027424533205,14.1835714354487,13.570807511965764,11.37026683123265,13.206564810195951,12.314967408372258,13.600187595965355
23,344522,0,1,2,7,2,241601,240,306808,136118,4,6,581311,296468,0.51,0,0,707053,88,7,0,2024-06,12.749916130632526,12.395047023154229,12.63398068311668,11.82128478212885,13.273042896861885,12.59969793883413,13.468862321028455
45,353750,22,0,2,19,4,947974,36,440998,9567,2,5,533956,181545,0.34,2,3,534380,239,116,0,2025-02,12.776348554790713,13.762083409581413,12.996797886852717,9.166179476190413,13.188070590355503,12.109264344101828,13.188864346680303
54,314430,22,2,1,20,2,844830,60,291816,105974,1,0,901902,198418,0.22,1,3,1279671,240,107,1,2025-06,12.658519935185383,13.646891886336643,12.583882172455391,11.570958496220838,13.712262254459388,12.198136235376658,14.062114353058158
32,100000,9,1,0,15,1,122888,84,67766,2005,1,1,129987,32496,0.25,3,4,168961,180,34,1,2025-11,11.51293546492023,11.719036787886921,11.123830629775386,7.603897968521881,11.775197417484794,10.388903056364905,12.037429116551188
62,125879,28,3,0,30,0,537282,240,25272,6327,2,0,120630,26538,0.22,2,2,130796,370,178,0,2024-01,11.743084351178343,13.194280236536487,10.137491911183083,8.75273950944749,11.70049157833689,10.186370628201196,11.78140178196239
29,100000,6,3,0,8,1,408565,180,93933,21597,7,6,141398,74940,0.53,1,2,143528,102,32,1,2025-01,11.51293546492023,12.920408746939167,11.450347686985502,9.980355996792705,11.859340960283816,11.224456416267188,11.874292384356595
35,100000,8,1,0,15,3,118729,24,164584,42365,7,5,217378,82603,0.38,2,2,249058,188,42,1,2024-01,11.51293546492023,11.684607286659839,12.011182433060364,10.654101432744401,12.289397652867384,11.321813384486683,12.425445095170316
60,226783,25,2,1,22,3,484685,24,18870,20319,5,1,508766,101753,0.2,3,5,744804,272,161,0,2023-09,12.331753301609982,13.091256537570644,9.845381631129095,9.919360901692418,13.13974543041408,11.530313414571456,13.520877718134061
45,100000,19,1,0,20,2,95193,60,118510,28621,2,1,281014,36531,0.13,0,1,412176,246,119,0,2025-08,11.51293546492023,11.4636721935832,11.682761062253382,10.261930931870822,12.546163327674098,10.50594386781157,12.929208147725486
25,222547,0,2,1,2,1,961122,60,393353,76930,7,1,601853,60185,0.1,4,6,695442,34,14,1,2025-11,12.312898087659068,13.775857671437532,12.882465248766318,11.2506641951986,13.307770169960092,11.00519504611154,13.452304331559356
31,367220,6,0,2,5,0,717893,60,174143,47803,1,7,448302,40347,0.09,0,1,635676,70,28,0,2024-09,12.813719125635696,13.48407720481966,12.067637822142919,10.774864596986772,13.013224622068497,10.605297106174726,13.362445851681638
54,148763,29,0,1,28,3,368474,48,60598,39558,7,6,243660,14619,0.06,1,1,297490,337,114,0,2025-05,11.910116436626147,12.81712814570496,11.012033670271087,10.585548507358508,12.403533193979431,9.59014573330377,12.603139251409377
44,327192,16,1,2,14,0,640453,180,509090,149682,3,0,774847,170466,0.22,2,2,1028355,178,167,0,2023-03,12.69830548983885,13.369932578848335,13.14038206147842,11.916275003505001,13.560422160067413,12.046297008585706,13.843471968549975
35,205743,8,1,1,13,4,389907,60,112627,54700,7,3,574299,189518,0.33,4,6,670334,162,94,1,2025-01,12.23438795651022,12.873666092841756,11.6318456316258,10.909637269778615,13.260907186852387,12.152244562330777,13.4155328664088
58,140554,34,2,0,30,2,542940,12,59646,13425,5,3,188751,79275,0.42,0,1,237446,371,31,0,2024-12,11.853354150230556,13.20475593739568,10.99619913288327,9.504948404498696,12.148189263081624,11.280690713644239,12.377699719658668
28,100000,4,2,1,5,0,386404,60,78707,32135,6,6,161110,91832,0.57,1,1,184775,68,24,1,2025-07,11.51293546492023,12.864641321195371,11.273500081081735,10.377732176039117,11.989848847405128,11.427726989136344,12.126899559625995
25,100000,0,0,0,7,2,283004,12,81537,30425,4,1,274869,30235,0.11,1,3,283268,90,4,0,2024-11,11.51293546492023,12.553219844313823,11.308824448233334,10.323052785023075,12.524053537605218,10.316788546412067,12.554152255193102
68,326379,40,2,1,30,4,1129035,48,572631,10750,6,3,455693,191391,0.42,1,2,487449,361,265,0,2025-01,12.695817625684926,13.936874729248764,13.257998555519478,9.282754052485227,13.029576810608349,12.162078959844283,13.096943000057417
46,206909,24,0,1,20,0,579859,12,259870,13135,3,0,352010,80962,0.23,3,4,403170,246,100,1,2023-05,12.240039195093447,13.270541974075583,12.467940633026464,9.48311183169221,12.771417704091963,11.301747539170728,12.907116068549422
38,100000,12,0,0,12,0,62865,84,84162,9525,6,3,276126,80076,0.29,1,2,410910,147,70,0,2024-01,11.51293546492023,11.048760756003286,11.340510673724053,9.161780181360806,12.52861618379261,11.290743950749901,12.92613192501695
26,100000,2,1,0,2,4,79702,84,109205,8541,7,0,250560,42595,0.17,1,1,371539,31,24,1,2025-07,11.51293546492023,11.286062505224224,11.600991285838463,9.052750451401412,12.431457682836637,10.659515631135275,12.825411808945395
57,315551,32,0,1,30,1,702679,12,602775,45610,5,1,349812,132928,0.38,0,0,494575,362,218,0,2023-09,12.662078765132055,13.462656875127319,13.309300930741474,10.727904194481841,12.765154004969839,11.79757043007701,13.111456108832277
68,396042,40,1,2,30,0,1534210,180,107235,94246,1,1,519602,57156,0.11,2,3,580007,371,354,0,2025-08,12.889278070200186,14.243526800342144,11.582787292139145,11.453674274564937,13.16082033743397,10.953557146411734,13.270797175530927
33,270475,5,1,2,5,0,1246759,48,123078,53668,1,9,373903,149561,0.4,0,2,456461,64,1,1,2024-08,12.507938648748311,14.036058744230424,11.720581704606092,10.890590832614208,12.831754358955587,11.915466301561146,13.031260733493202
48,235735,18,0,1,23,3,149382,24,454245,105494,3,2,655778,91808,0.14,1,2,799977,278,215,0,2024-08,12.370467813790674,11.91426875671917,13.026394180495927,11.566418837410229,13.393579120922057,11.427465611018738,13.592339506271932
25,100000,2,1,0,4,1,215613,12,191678,31381,6,7,299733,56949,0.19,0,0,357727,54,17,0,2024-04,11.51293546492023,12.281245050973725,12.163577376867233,10.353989759119013,12.61065069365027,10.949928968875328,12.787528200070053
33,212693,9,1,2,12,0,320532,36,84114,93701,5,5,517909,56969,0.11,1,1,529530,146,100,0,2023-02,12.267609792045743,12.677740514160986,11.33994018915326,11.4478748127159,13.157556760972433,10.950280092474442,13.179746988107782
37,416024,10,0,2,17,4,1734164,120,138520,113565,4,5,711740,106761,0.15,2,4,901962,213,165,0,2024-04,12.938500633591545,14.366036587504949,11.838777217664427,11.64013944469662,13.47546936017098,11.57835733695108,13.712328778247766
60,210946,27,0,1,26,2,908514,180,183758,13318,7,8,110838,78694,0.71,2,3,114873,316,306,1,2023-09,12.259362196071885,13.719566677414038,12.121380395467458,9.49694686620103,11.615833976922502,11.273334899985702,11.651591154505844
65,354980,33,2,2,30,4,507209,60,52164,86039,6,7,796475,175224,0.22,2,4,1115829,360,250,0,2023-12,12.779819545898485,13.136680397999122,10.86216705090207,11.362567583381667,13.587952276051526,12.073826141368526,13.925109080570934
52,197294,23,2,1,26,1,729735,120,261821,81793,6,1,290693,209298,0.72,3,3,391172,315,276,0,2024-07,12.192455349570988,13.500438103880056,12.475420162540756,11.31195917026737,12.580026446499081,12.251519130591813,12.876905196356011
49,335600,14,0,2,18,3,1272897,24,67494,37979,4,5,698875,132786,0.19,0,1,822134,221,59,0,2023-03,12.723678233308531,14.056806748641957,11.119808800042927,10.544814984366276,13.457228609198966,11.796501619666513,13.619659894130102
23,300473,0,0,2,1,3,389641,48,49024,19165,2,0,605974,42418,0.07,2,3,802047,13,11,0,2024-08,12.613116506751552,12.872983647814948,10.800085651064547,9.860893154903707,13.314594010075064,10.655351654054858,13.594923735431754
60,100000,38,2,0,30,3,245163,84,99611,17812,7,8,170208,40849,0.24,0,2,190040,365,90,0,2023-08,11.51293546492023,12.409682653341912,11.509037918243036,9.787683806792485,12.04478237268929,10.617662100288149,12.154995117337108
54,281891,17,1,1,22,4,927849,60,540577,58258,3,3,806481,201620,0.25,2,2,913440,273,251,0,2024-07,12.549279297841766,13.740625360772485,13.200394216472906,10.972653865930825,13.600436857637455,12.214144976421046,13.724974065960142
60,458774,31,0,2,30,2,283201,84,404754,76616,7,3,255934,127967,0.5,0,0,296132,366,65,0,2025-03,13.036315172778876,12.553915702923657,12.911037224768089,11.246574263220277,12.45267878497205,11.759535511646545,12.598563956714576
47,100000,14,1,0,15,2,232066,24,74513,8491,5,8,228033,129978,0.57,3,3,318905,187,77,1,2025-05,11.51293546492023,12.354781402059194,11.218742306176088,9.046879822823147,12.337250019625895,11.775128177927439,12.672651667496602
33,151914,6,1,1,5,0,181888,120,303222,21329,3,2,231608,34741,0.15,1,2,256006,62,58,0,2025-05,11.931076432885575,12.111151889890415,12.622223787393107,9.967869811465397,12.35280588402957,10.455704608661868,12.452960066837866
65,403616,33,1,2,30,2,1186039,180,438867,140254,4,4,922051,119866,0.13,1,2,1181507,371,100,0,2024-01,12.908221687486325,13.986130584783888,12.991953963471701,11.85121747337336,13.73435690008068,11.694138073775257,13.982302146639922
53,239099,21,0,1,19,2,1026482,240,186908,49074,5,0,523160,151716,0.29,1,1,575598,237,123,0,2023-05,12.384637153446416,13.841648954173936,12.138377146377382,10.801105019144662,13.167644535062383,11.929772222340798,13.26316651667626
26,100000,2,1,0,7,0,286139,84,80242,32362,1,5,52559,13139,0.25,0,1,60049,94,44,0,2024-08,11.51293546492023,12.564236480520325,11.2928148097734,10.384771073921131,10.869710653158492,9.483416292038601,11.002932827508129
44,290418,14,0,1,16,4,192235,120,124929,80569,1,2,352377,38761,0.11,1,1,393866,194,142,0,2025-12,12.57907998678977,12.166479062869698,11.735508859425876,11.296881650771242,12.772459742037498,10.565195664260694,12.883768567840928
39,206932,15,3,0,17,4,131082,12,217037,58674,7,0,201288,64412,0.32,1,2,266203,208,204,0,2024-11,12.240150348356996,11.783585989337547,12.287827732399093,10.979769020719225,12.212496965326057,11.073070755074816,12.492018211126272
36,100000,5,1,1,6,1,322476,240,90576,13930,5,9,91746,20184,0.22,0,0,115908,74,52,1,2025-02,11.51293546492023,12.68378709484527,11.413955596667712,9.541871851706224,11.426790067834556,9.912695033287042,11.66056067946226
60,100000,36,1,0,30,4,197591,84,57805,27034,3,5,232119,46423,0.2,2,2,315832,368,162,0,2025-12,11.51293546492023,12.193959577646371,10.964847855501349,10.204887601816106,12.355009758304545,10.745571845870444,12.66296887186108
48,342840,25,1,1,26,3,1054918,48,124469,10739,3,9,376739,218508,0.58,0,0,418169,318,191,1,2023-08,12.745022061821073,13.868974544693595,11.731820001995024,9.281730368062856,12.83931057333621,12.29458248260085,12.943643327392042
53,140957,27,1,1,23,3,174274,240,92596,32030,1,1,237772,64198,0.27,1,2,238859,280,122,0,2023-01,11.856217252647102,12.0683897903546,11.436012022701256,10.374459462846412,12.379071716001995,11.069742913232753,12.383632885222418
68,401475,26,2,1,24,1,1604246,12,418309,118378,1,7,448637,296100,0.66,2,2,601287,292,268,1,2023-04,12.902903034741708,14.288165045578287,12.943978063431892,11.681646620836169,13.01397160546111,12.5984558913214,13.306829300068168
61,281841,28,0,1,24,2,1232557,24,46151,30257,4,1,549754,148433,0.27,2,3,581324,288,246,1,2025-11,12.54910190921475,14.02460224261528,10.739695575936725,10.31751589130478,13.21722800341885,11.907895693985742,13.273065259817821
33,200047,9,2,1,16,1,900514,36,69976,28636,5,3,460395,105890,0.23,1,1,517093,200,184,1,2025-08,12.206312616734781,13.710722100871964,11.155921895611506,10.262454866984712,13.039842267694816,11.570165542142304,13.155979955145462
63,202212,37,0,1,30,0,377799,12,383784,25352,3,2,268474,26847,0.1,0,1,309508,361,346,0,2023-01,12.217076876281242,12.842120234049546,12.857837778936329,10.140652345212592,12.500513078726417,10.197946609266932,12.642742449843933
65,107930,31,0,0,30,1,374874,24,119647,5813,4,8,216675,32501,0.15,2,3,297581,366,168,0,2023-09,11.589247413040994,12.83434791605131,11.69230937777684,8.668024081118821,12.286158429199004,10.389056904885955,12.603445096240883
45,329842,21,1,1,17,1,579100,24,57302,61671,3,1,845100,169020,0.2,2,3,1109570,210,104,0,2025-04,12.706372062658362,13.269232180029865,10.956108257353245,11.029585298139098,13.64721142582379,12.037778246540562,13.919484012096879
62,123139,34,1,0,30,3,484232,120,172581,60326,1,2,90576,44382,0.49,3,4,98921,361,89,0,2025-11,11.721077198465201,13.090321474819255,12.058627764823518,11.007535043694178,11.413955596667712,10.700611792219068,11.502086939789233
56,381330,23,2,2,26,0,397484,84,65022,72400,5,6,868165,78134,0.09,2,3,1127697,319,12,0,2025-05,12.85142304335393,12.892912476515452,11.082496332442835,11.189975390433117,13.67413821959727,11.266193378847401,13.93568894469748
47,105343,18,1,0,19,0,414255,240,157045,25393,2,3,137774,71642,0.52,0,1,186556,235,89,1,2024-03,11.564986464596688,12.93423941919116,11.964294035046766,10.142268204629737,11.833377198751435,11.179450731344772,12.136492101397474
58,252466,32,1,1,30,1,625807,60,381836,84192,5,5,203645,16291,0.08,3,4,243243,368,154,0,2025-08,12.439035826087162,13.346798893772153,12.85274909495501,11.340867061382555,12.2241384713418,9.698429468768303,12.40182033376254
27,191709,3,2,1,4,0,833928,240,252979,63509,6,2,357371,142948,0.4,0,1,401319,49,36,1,2024-01,12.163739092514096,13.633903545822474,12.441065713201533,11.05895265279702,12.786532535045831,11.870243202273034,12.90251439303955
25,114015,0,0,1,7,0,436128,240,168491,54265,2,0,121500,18225,0.15,0,0,162748,84,16,0,2025-03,11.644094068405563,12.985693350129447,12.034643549902643,10.901653158794721,11.707677772181546,9.810604425056072,11.999964415658697
63,124370,25,2,0,29,4,272909,24,27552,53681,7,5,317566,120675,0.38,1,2,414565,356,206,0,2023-07,11.731024313139704,12.516897349484218,10.223866701574616,10.890833028775651,12.668444098674579,11.70086454721489,12.93498746886758
65,246535,25,1,1,27,0,1125660,240,361721,98884,7,3,149705,37426,0.25,3,4,155536,326,162,0,2025-08,12.41526330642615,13.93388097663303,12.798631239977691,11.501712837756125,11.916428649764851,10.530147648073713,11.954638924419875
51,134762,24,1,1,22,2,239204,36,42657,64251,4,1,100617,24148,0.24,0,2,134156,273,200,1,2023-06,11.811272959071452,12.385076203850183,10.660970108600967,11.070568130677657,11.519086447083701,10.091998250355894,11.8067660348875
43,247917,15,0,1,19,0,1202756,36,176525,32419,2,6,446867,53624,0.12,0,2,556018,229,219,1,2025-01,12.420853325310665,14.000126979540607,12.081223453288485,10.386530795289667,13.010018527972058,10.889770656230318,13.228557745310718
62,201973,33,1,1,30,3,798281,240,381396,63861,2,9,398362,171295,0.43,1,2,548418,369,205,1,2023-07,12.215894255227843,13.590217197465364,12.851596106359786,11.064479784287597,12.895118928893814,12.051148333193108,13.214794872313746
30,170115,9,0,1,8,4,843436,120,175321,75846,4,4,395469,59320,0.15,1,1,433180,97,29,0,2024-03,12.044235836276656,13.645240489382132,12.07437956217929,11.23647343224762,12.887830209962646,10.990718653830616,12.978910933497987
52,301564,10,0,1,11,3,223932,180,583973,96375,5,5,346241,34624,0.1,0,0,390943,133,63,0,2023-09,12.616740860636519,12.319102178952857,13.27761174027135,11.476012486946688,12.754893231523628,10.45233124348964,12.876319606203786
63,189131,37,0,1,30,3,327794,120,42251,92515,4,5,492572,275840,0.56,1,2,626382,367,299,1,2024-12,12.150200462963541,12.700143691972363,10.651406968943053,11.43513688151539,13.10739795196054,12.527579891740917,13.347717284082282
50,276281,27,0,1,27,2,1059728,240,271096,18833,6,8,796478,398239,0.5,2,3,988323,326,19,0,2024-01,12.529177362209573,13.873523773024205,12.510231969398232,9.84341902607001,13.58795604263627,12.894810117601418,13.803765858193675
59,249011,31,1,1,27,4,1157931,180,42751,57491,1,1,435171,191475,0.44,2,5,519238,324,138,1,2024-12,12.425256367056695,13.962146213456508,10.663171256896318,10.959401086671122,12.983496634218783,12.162517753378074,13.160119557113388
51,100000,27,2,0,25,1,62946,48,127891,48913,7,5,240132,16809,0.07,0,1,329705,307,56,0,2024-10,11.51293546492023,11.050048381466336,11.75894143674437,10.797818933055856,12.388948215497152,9.729729226402661,12.705956627256382
38,175375,6,0,0,9,0,87694,24,35685,35459,1,8,317800,60382,0.19,1,2,407539,109,60,0,2024-07,12.074687519455505,11.381620164192238,10.482513733991373,10.476160579628198,12.669180679712905,11.008462887352822,12.917894366354927
56,107966,23,1,0,21,2,178477,60,42319,40485,7,3,72733,4363,0.06,0,1,98563,257,43,0,2025-02,11.589580903859192,12.092220623306291,10.65301506653218,10.608711514321522,11.194564229573833,8.381144346952961,11.498461362359405
22,100000,2,1,0,5,2,433750,24,55471,3459,2,5,131527,31566,0.24,0,2,141605,67,48,1,2025-04,11.51293546492023,12.980225915716053,10.923633667924804,8.14902386805177,11.786975035690713,10.359867550112398,11.860803832225407
